blocknumber,timestamp,poolid,tokenin,tokenout,amountin,amountout
13823975,1639762464,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1883601300036507318578,1000000000
13824326,1639767020,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2173348808543549862885,1149960276
13824346,1639767365,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,6346563896,11663263946166929628593
13824435,1639768644,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,949524208,1725399047613180370406
13824779,1639773169,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,1930519313,3492676757190427340884
13826327,1639793475,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,57856568476883286377974,29989160122
13826564,1639796773,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1063304944316481703102,525000000
13828914,1639827538,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,22818706151,43725061999039829481153
13829002,1639828792,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,1129088906,2096988015865702694564
13830669,1639851269,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,10000000000000000000000,5243577341
13830896,1639854415,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2759696734042836197933,1432043746
13831326,1639859998,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,392175594,754867000668417260573
13831438,1639861421,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,2015151614,3864786979387518065026
13831457,1639861730,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,79008802,151046172098968453234
13831560,1639863265,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,22899575831963021199417,11536072554
13831613,1639863978,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,13244099651455746313104,6488285767
13831624,1639864145,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,39562339379,75357213734168767957147
13831643,1639864432,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,2861866649,5115458473830185370621
13831654,1639864581,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,188446376,335366542999394232294
13831687,1639864986,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,11927613533054361754686,6509596772
13831966,1639868436,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,962591105,1742580380701838276859
13832410,1639874134,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6922719205484921089256,3732973273
13832639,1639877626,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,10701201302481982979363,5691543563
13832873,1639880789,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1183676968784007897010,623721026
13833570,1639890364,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,972290551,1807564443600717905169
13834112,1639897661,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,15237707670644789576552,7950357119
13835163,1639911813,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,39182134571521640941891,19603201210
13837260,1639939042,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,247692037,500000000000000000000
13837422,1639941293,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,2069750410,4162998807814457839467
13838515,1639956088,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1911348719688521657681,933054211
13838824,1639960370,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,5000000000000000000000,2427935349
13838849,1639960711,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,6994910869,14019619293125178936733
13841012,1639989428,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,44760917528274984598563,21390508820
13841050,1639989995,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,10123551915380382025590,4638670021
13841225,1639992549,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,7525535496033047276873,3402456976
13843781,1640025931,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,42300239143370023612061,18425146471
13844507,1640035611,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,18337299920317571178933,7632220089
13845087,1640042855,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1499604507611061099405,614993916
13846118,1640057077,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,12735428260,29795002794424618434367
13846118,1640057077,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,10850013549622802828249,4612160571
13846465,1640061673,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,1050000000,2436224831063271544785
13847699,1640078494,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,116676976,270157648674056232290
13852535,1640143403,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,1443383979,3333000000000000000000
13855665,1640185022,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,10005019906827910965703,4225819801
13863861,1640294791,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,3311692971,7688775822907982909903
13882431,1640543598,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,25953241161102164236941,10810824018
13885702,1640587271,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,3492676757190427340884,1423301349
13893278,1640688387,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,7000000000,16670088321142623631513
13901505,1640797662,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,29285531140697811612533,11945431798
13908095,1640886299,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,20000000000,47397130308117536771825
13927878,1641151066,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,1129443359,2577273723525808411438
13932927,1641219096,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,573371209,1304511493903645043639
13938257,1641289116,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,11256422913,25102114453027756440697
13938275,1641289285,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,247751576,533882918483750002393
13938666,1641294859,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,254407956,547772734727939267163
13939323,1641304099,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,4922579363,10509951550913574714766
13940083,1641314184,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2164700027142164109733,1000181823
13943721,1641362603,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,4507856794558307964728,2072350898
13945437,1641385923,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,10441292340,21964321631368983117890
13945455,1641386109,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,17964537716,36130087280083190418309
13945459,1641386165,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,11776591916,22624218751556418018820
13946879,1641404917,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,17706215929436606693859,9071398017
13946927,1641405599,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,11854919265983014827000,5936733008
13948121,1641421436,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,20699056939391175800454,10110779448
13950877,1641458905,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,10350323375217399057173,4937200208
13953287,1641490980,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,3579220955746142289773,1689306244
13954061,1641501114,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,515936338,1073427635852288100711
13959243,1641571059,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,67828780041606617972105,30401477995
13959605,1641575944,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,22624218751556418018820,9473511546
13966710,1641670673,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2392592471798561126432,983404431
13981955,1641873821,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,5000308958739780606937,2044060071
13981955,1641873821,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,13379079488,31447595486875368266117
13982915,1641886932,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,25813220350895916294551,10814532046
13987250,1641944065,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,16081105718,37291346995367391776711
13987256,1641944185,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,16160359527,35463628591252168216751
13987264,1641944266,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,7278435358,15362875134688643091498
13992769,1642017690,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,6741945190,13913141203614039538741
13995761,1642057931,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,34289489124792179089945,16042104954
14004355,1642173229,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,78272021,168287292991285090494
14004456,1642174382,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,1932881014,4142151150523060508921
14004833,1642179467,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,4310438443514345599415,1971295765
14019041,1642369155,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,16286785290956383733815,7334195918
14031561,1642535784,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,13852172600575499990847,6098388952
14035247,1642585669,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2218014612305606957433,964783768
14036021,1642595818,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,155872060,351705087682689897603
14037400,1642614483,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,18390239223757806062397,7882088816
14041163,1642665206,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,3045706131671631656196,1284695475
14046727,1642738348,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12415772623495191677807,5177550151
14051599,1642804117,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,20653674138363870023877,8405517257
14051714,1642805791,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,50839591937154032903684,19640117603
14051781,1642806789,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,9927597290,25655684009658763702402
14054964,1642848678,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,14458611677139850478069,5530618674
14058167,1642891220,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,11138509797579624341400,4182154366
14059823,1642913368,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,8916872303047825134947,3299755494
14060193,1642918022,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,3669140537,9711728889935690330747
14067896,1643021350,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12118860229407812337440,4480523862
14075635,1643125837,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,4369557615,11587411009512163777131
14081804,1643207330,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,4610567565,12016272281678054554028
14085406,1643256101,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,11500899820014885768871,4327601788
14089909,1643315813,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,21918249087761018367466,8051045603
14100658,1643459365,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,3660919213,9853610644041872382782
14113570,1643631068,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,650000000000000000000,240493575
14124774,1643780428,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,315451310,835512216557259327835
14126593,1643804304,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,3155000000000000000000,1165552738
14127339,1643814396,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,127978152660323098855788,43131296018
14127351,1643814570,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,700000000000000000000,215175680
14130137,1643851951,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,20281387328428472364187,6156261031
14130405,1643855918,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,17891880682980843295698,5290063323
14137823,1643955224,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1466243817601255931115,430494633
14140197,1643986754,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,2151108397,7152653206625389657773
