blocknumber,timestamp,poolid,liquidityprovider,token1,tokenout,token1delta,token2delta,protocolfeetoken1,protocolfeetoken2
14345936,1646739109,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xB99129701697D1E85c5B77EB57b3603B0bF8b1D5,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,21390517544149273795789,0,10111117680403149729,0
14445100,1648072222,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x23b6d8e09CB33B1550DE19aC25cC3F41ae4603Bb,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2370400000000000000000,148971781,663517402668679203400,0
14474265,1648464968,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x2073b0eC6953db5C279bb8951713EecE0975E61c,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,15876000000000000000000,0,268913150145207595474,0
14492775,1648714238,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x682DBC3Daebd0181796359260afC3c3b9c1490fe,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,58356971951557965268504,0,927927287871217905862,0
14527562,1649183485,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x5C89C420A9E82Ea9AEDBaAab03302e39982919b9,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,11544884652442900638691,0,138469182545398733313,0
14535921,1649296175,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x3fb4185036dBf5E0322C23584948fa97597B482c,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,84405114155126514486751,5574057519,580147971265445136799,0
14537357,1649315506,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x5C89C420A9E82Ea9AEDBaAab03302e39982919b9,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,19293516948080811613762,0,0,0
14537715,1649320539,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xaDDfdc72494E29A131B1d4d6668184840f1Fc30C,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,5195648224984956753407,372387826,26163710122419087491,0
14538629,1649333190,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xEFC34498fa7825aEE43B495e44646e3710b19ad5,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,3968978102000000000000,284470334,0,0
14539281,1649341668,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xaDDfdc72494E29A131B1d4d6668184840f1Fc30C,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,23035610149758164011327,1694829316,201382219718577526973,0
14539671,1649347375,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x04e8e5aA372D8e2233D2EF26079e23E3309003D5,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,2053809996,0,0
14539832,1649349445,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x8974C8D22dC32693BFE8DE16c839b3b741B1d9Df,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,11160324307901437920674,0,0,0
14543399,1649397084,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x5e4568C4D8343052a06EC8AAB1e124AF08B73248,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,2646772280,184637367908728447398,0
14543696,1649401310,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x311Cb5b8C61aC1d160E3D21a0390d9C1Fa64688E,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,200000000000000000000000,0,0,0
14545124,1649421050,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x13772b10C274A289F8169d793e3F60DF9656d437,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,62611238055551496797589,0,124289952571018861064,0
14545219,1649422283,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x5e92e51672787504A5f0B085CB6D069faE640520,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,88351000000000000000000,0,0,0
14546681,1649441556,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x8D4DFd6A6513735A30A6aBa43EA9BD8EC187e3E9,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,293537052393976668498480,21275836006,0,0
14550608,1649494965,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xb2a3b5B9d2C0f07cBA328b58737147cfc172EB9f,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-7473280217840920469947,-540772343,8504500535835308405,0
14553365,1649531631,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x311Cb5b8C61aC1d160E3D21a0390d9C1Fa64688E,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,264277000000000000000000,0,99373882137702052786,0
14553434,1649532670,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x22bb05438ae1E34A87e08cE9794C7BCb3E363BF0,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,17007652369398082961820,0,0,0
14553684,1649535919,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x51eF8F14a9a4F806F0102ca92B3E35839C3dDe69,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,57994381044703719154232,4000000000,281762196841781892772,0
14554214,1649543342,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x60a17dfE47C933168e3e0316E5606d3E67940C99,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,34635877631042567912411,2490489013,277715291607810461444,0
14556961,1649580461,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x5e92e51672787504A5f0B085CB6D069faE640520,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,7473000000000000000000,0,39735457645187713663,0
14564454,1649680746,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x8974C8D22dC32693BFE8DE16c839b3b741B1d9Df,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,-3033908484,263808199275131781298,0
14571195,1649772930,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x0cb3e38741Ed54FDe0B7b7e1C93DCd28a4A6F15C,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,11710000000000000000000,769295982,141474193501295404552,0
14576105,1649838750,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x682DBC3Daebd0181796359260afC3c3b9c1490fe,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,1456461931,66335749955812733895,0
14576162,1649839450,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x311Cb5b8C61aC1d160E3D21a0390d9C1Fa64688E,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,14054006158056390403631,1595871986,0,0
14576187,1649839864,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x290B06796D7b395cb9fB2C695B42c78EBD8e0636,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,3828185957227486997207,250000000,0,0
14576777,1649848154,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x812E758C83e4a197355A72e12065e6A24f0367E3,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,16377013249455304605388,1069502202,0,0
14586148,1649974163,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x78C29CfB200eEa81C051d9f0a83cAf0Ff2470d62,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,5950000000000000000000,419885997,534639252916400840473,0
14593748,1650076781,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x78C29CfB200eEa81C051d9f0a83cAf0Ff2470d62,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-5953607255397544137288,-418907481,125838530518006421787,0
14603647,1650210232,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x5e4568C4D8343052a06EC8AAB1e124AF08B73248,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,-2427746606,59617639270335909773,0
14626625,1650521189,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x682DBC3Daebd0181796359260afC3c3b9c1490fe,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-49046640787112656985961,-3869243116,1312557048543827960181,0
14626684,1650522040,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x5C89C420A9E82Ea9AEDBaAab03302e39982919b9,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-29831287944159515888871,0,1461085498468,0
14626944,1650525516,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x6937936DB9baa313f8d487792e84AAA93B0c5B20,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,79945520755684637817923,6342589610,0,0
14628281,1650544022,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x8272F0E0CC27d19483433b329A9b6eAfC2EF2360,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,10000000000000000000000,793363974,0,0
14635658,1650643593,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x51eF8F14a9a4F806F0102ca92B3E35839C3dDe69,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,-21610757115,39887671640534860749,0
14643428,1650748316,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x9A4B0dA9E8e5c7135cd7188Bd2e84DAc513C594b,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,113047790000000000000000,9504110000,842380428500317227856,0
14671667,1651132705,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x64ca35bef43E3358D91001e3FB98AD04fbAef864,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,105458166783409305859117,10318477584,4642004351129969981409,0
14671718,1651133502,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x64ca35bef43E3358D91001e3FB98AD04fbAef864,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,73195974975338469806334,7508729767,483760757377890587707,0
14671921,1651135860,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x9A4B0dA9E8e5c7135cd7188Bd2e84DAc513C594b,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-108874310995492541621761,-11091015861,38013513050410529708,0
14672525,1651144315,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x8ffB1e3418469213a1955b2C869C2c6a950C7d15,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,7812187510771695249630,726092611,580772060083582330554,0
14677050,1651205944,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x98bED949D4e5607A753185cfb7153B53e0c3c80a,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,2345000000,50847774393999416557,0
14682775,1651283578,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xaDDfdc72494E29A131B1d4d6668184840f1Fc30C,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-26922725909103472601121,-2524221226,359413196604788904880,0
14683263,1651290224,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xc4D59742bd702E92e746d44B3aA2B7c99A780325,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2305196432671936409598,210767709,134406808618247184345,0
14684249,1651303632,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x64ca35bef43E3358D91001e3FB98AD04fbAef864,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,50000000000000000000000,4859321006,453630864320701000892,0
14698492,1651497739,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x812E758C83e4a197355A72e12065e6A24f0367E3,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2500000000000000000000,238641028,701981525863370745932,0
14709589,1651649031,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x5e92e51672787504A5f0B085CB6D069faE640520,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,30000000000000000000000,0,11654844973835542328,0
14717478,1651757009,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x92140f15CeD778B5BC9EF2c6FCaE8DEf8e294aA0,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,11573158203040826747952,0,255455017417833209783,0
14722804,1651829922,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x93ac049CBF03DeD1040ED30fBDA089d42EE0CDdD,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,5800000000000000000000,538112884,363502919994637002272,0
14722838,1651830320,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x290B06796D7b395cb9fB2C695B42c78EBD8e0636,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-3574931094599812096753,-331697581,0,0
14722921,1651831714,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x64C5029EaA2c985180e604A6Cc6eAe607D12899F,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,43436787494260429011173,4000000000,716678701828,0
14723534,1651840115,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x64C5029EaA2c985180e604A6Cc6eAe607D12899F,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,43100000000000000000000,3991545927,9911877865362850037,0
14724710,1651856051,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x64ca35bef43E3358D91001e3FB98AD04fbAef864,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,354013763751768020679765,33104866276,52935621256210761764,0
14725684,1651869650,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x98bED949D4e5607A753185cfb7153B53e0c3c80a,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-4953751855491561367950,-463140469,1315743843057509126,0
14740947,1652078756,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x311Cb5b8C61aC1d160E3D21a0390d9C1Fa64688E,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,49371840354455938852725,5476608592,295324201665766517551,0
14747207,1652166622,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x2073b0eC6953db5C279bb8951713EecE0975E61c,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-11916924150786266160146,-1022081641,395573989559757877907,0
14747263,1652167350,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x0F3347b37F40870c68a7348B5660DFe37D357dba,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-6804323670062024646294,-583588031,667119108064,0
14771942,1652507893,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x23b6d8e09CB33B1550DE19aC25cC3F41ae4603Bb,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,2180000506072906330767,182297003,1508497259032604487842,0
14777094,1652578105,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xa4068076EC64139a94b3f0F0ad5A0a0255aBC06b,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,3500000000000000000000,296887539,274327592606021786909,0
14785678,1652696465,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x04e8e5aA372D8e2233D2EF26079e23E3309003D5,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,1967674163781536317698,0,929328987821870943146,0
14791490,1652776291,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xC4d9d1a93068d311Ab18E988244123430eB4F1CD,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-58883219377699825802854,0,110808113784061637442,0
14797575,1652859660,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x290B06796D7b395cb9fB2C695B42c78EBD8e0636,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,5569819379447379086029,500000000,156349539363012855390,0
14799103,1652880385,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x04e8e5aA372D8e2233D2EF26079e23E3309003D5,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,3116431714,66597352239067577369,0
14809792,1653031870,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x64ca35bef43E3358D91001e3FB98AD04fbAef864,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-593163657324804379048362,-52115489149,178100275019701745783,0
14811868,1653060325,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x64ca35bef43E3358D91001e3FB98AD04fbAef864,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,483163657324804379048362,39129589800,562336414700217579305,0
14829010,1653301290,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x64ca35bef43E3358D91001e3FB98AD04fbAef864,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-133537159009947602276970,-10741428106,146302650182156208805,0
14839420,1653447692,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x5ca12f79e4d33b0Bd153B40df59f6DB9eE03482e,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-16094146677698463717791,-1256134862,228882579419928005214,0
14852622,1653633148,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xf018B923bEbdef7a8124371B322D7E29a08c3198,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-82909620325482883089410,-6092204788,386923703369666391070,0
14854055,1653653036,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x22bb05438ae1E34A87e08cE9794C7BCb3E363BF0,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,-4650239126,315675173168948456445,0
14872496,1653913283,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x567d220B0169836cBF351DF70A9c517096ec9De7,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-3406714689412540973624034,-243614799858,249759688035170538871,0
14877900,1653988632,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x311Cb5b8C61aC1d160E3D21a0390d9C1Fa64688E,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-441792029307313649187910,-31559979749,169654552608718186514,0
14878518,1653997953,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x64C5029EaA2c985180e604A6Cc6eAe607D12899F,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,12949239890460248596213,934460976,19515561204945371656,0
14885272,1654093123,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xEFC34498fa7825aEE43B495e44646e3710b19ad5,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,14804741567094917182073,1220470885,631465679372108831298,0
14928671,1654720001,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x4Ebe3623AF5CE5ee07B6D23b5D0F5DaE0954F934,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,7271400980,1494002757873234646690,0
14949365,1655025414,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x290B06796D7b395cb9fB2C695B42c78EBD8e0636,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-5731424339391589991890,-449392578,422165893658310770314,0
14955524,1655116255,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x4Ebe3623AF5CE5ee07B6D23b5D0F5DaE0954F934,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,-5652690095,225226160651902018096,0
14984383,1655546604,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xEFC34498fa7825aEE43B495e44646e3710b19ad5,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-19416651096396364072160,-1329519148,1585020442412067317039,0
14996619,1655728927,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0xa4068076EC64139a94b3f0F0ad5A0a0255aBC06b,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-3651033743844459210200,-254065351,311573988084979074085,0
15009354,1655928774,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x93ac049CBF03DeD1040ED30fBDA089d42EE0CDdD,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,6115000000000000000000,456287008,176042643902274170747,0
15011936,1655971001,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x3EeC17d76Da0B7F94d2f61Ee52599970362c30D9,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0,4000000,38220521274462885438,0
15016957,1656052388,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x5e92e51672787504A5f0B085CB6D069faE640520,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,37780691448759361479775,0,133794320548217918881,0
15057350,1656688713,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x18450A8cc1b44bdE92a82D5d455c38A344dAe427,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,4371232494705143600000,500000000,885040207725784001522,0
15062400,1656755579,0x27c9f71cc31464b906e0006d4fcbc8900f48f15f00020000000000000000010f,0x5e92e51672787504A5f0B085CB6D069faE640520,0x43D4A3cd90ddD2F8f4f693170C9c8098163502ad,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,-131899321462784767827642,-9955863589,32690460037337102395,0
